Sn,movie_title,director_name,genres,imdb_score,budget
774,Duplicity,Tony Gilroy,Comedy|Crime|Romance|Thriller,6.2,60000000
775,My Favorite Martian,Donald Petrie,Comedy|Family|Sci-Fi,4.9,65000000
776,The Sentinel,Clark Johnson,Action|Crime|Thriller,6.1,60000000
777,Planet 51,Jorge Blanco,Adventure|Animation|Comedy|Family|Sci-Fi,6.1,70000000
778,Star Trek: Nemesis,Stuart Baird,Action|Adventure|Sci-Fi|Thriller,6.4,60000000
779,Intolerable Cruelty,Joel Coen,Comedy|Crime|Romance,6.3,60000000
781,Edge of Darkness,Martin Campbell,Crime|Drama|Mystery|Thriller,6.6,80000000
782,The Relic,Peter Hyams,Horror|Mystery|Sci-Fi|Thriller,5.7,40000000
783,Analyze That,Harold Ramis,Comedy|Crime,5.9,60000000
784,Righteous Kill,Jon Avnet,Action|Crime|Drama|Mystery|Thriller,6,60000000
785,Mercury Rising,Harold Becker,Action|Crime|Drama|Thriller,6.1,60000000
786,The Soloist,Joe Wright,Biography|Drama|Music,6.7,60000000
787,The Legend of Bagger Vance,Robert Redford,Drama|Fantasy|Sport,6.7,60000000
788,Almost Famous,Cameron Crowe,Adventure|Comedy|Drama|Music,7.9,60000000
790,xXx: State of the Union,Lee Tamahori,Action|Adventure|Crime|Thriller,4.3,87000000
791,Priest,Scott Stewart,Action|Fantasy|Horror|Sci-Fi|Thriller,5.7,60000000
792,Sinbad: Legend of the Seven Seas,Patrick Gilmore,Adventure|Animation|Comedy|Drama|Family|Fantasy|Romance,6.7,60000000
793,Event Horizon,Paul W.S. Anderson,Horror|Sci-Fi|Thriller,6.7,60000000
794,The Avengers,Joss Whedon,Action|Adventure|Sci-Fi,8.1,220000000
795,Dragonfly,Tom Shadyac,Drama|Fantasy|Mystery|Romance|Thriller,6.1,60000000
796,The Black Dahlia,Brian De Palma,Crime|Drama|Mystery|Thriller,5.6,50000000
797,Flyboys,Tony Bill,Action|Adventure|Drama|History|Romance|War,6.6,60000000
798,The Last Castle,Rod Lurie,Action|Drama|Thriller,6.9,60000000
799,Supernova,Walter Hill,Horror|Sci-Fi|Thriller,4.8,65000000
800,Winter's Tale,Akiva Goldsman,Drama|Fantasy|Mystery|Romance,6.2,60000000
801,The Mortal Instruments: City of Bones,Harald Zwart,Fantasy|Horror|Mystery|Romance,6,60000000
802,Meet Dave,Brian Robbins,Adventure|Comedy|Family|Romance|Sci-Fi,4.9,60000000
803,Dark Water,Walter Salles,Drama|Horror|Thriller,5.6,30000000
804,Edtv,Ron Howard,Comedy|Drama,6.1,55000000
805,Inkheart,Iain Softley,Adventure|Family|Fantasy,6.1,60000000
806,The Spirit,Frank Miller,Action|Crime|Fantasy|Thriller,4.8,60000000
807,Mortdecai,David Koepp,Action|Comedy|Mystery|Romance,5.5,60000000
808,In the Name of the King: A Dungeon Siege Tale,Uwe Boll,Action|Adventure|Fantasy|Thriller,3.8,60000000
809,Beyond Borders,Martin Campbell,Adventure|Drama|Romance|War,6.5,35000000
811,The Great Raid,John Dahl,Action|Drama|War,6.7,80000000
812,Deadpool,Tim Miller,Action|Adventure|Comedy|Romance|Sci-Fi,8.1,58000000
813,Holy Man,Stephen Herek,Comedy|Drama,4.9,60000000
814,American Sniper,Clint Eastwood,Action|Biography|Drama|History|Thriller|War,7.3,58800000
815,Goosebumps,Rob Letterman,Adventure|Comedy|Family|Fantasy|Horror,6.4,58000000
817,Just Like Heaven,Mark Waters,Comedy|Fantasy|Romance,6.7,58000000
818,The Flintstones in Viva Rock Vegas,Brian Levant,Comedy|Family|Romance|Sci-Fi,3.6,60000000
819,Rambo III,Peter MacDonald,Action|Adventure|Thriller|War,5.7,63000000
820,Leatherheads,George Clooney,Comedy|Drama|Romance|Sport,6,58000000
822,Did You Hear About the Morgans?,Marc Lawrence,Comedy|Drama|Romance,4.7,58000000
823,The Internship,Shawn Levy,Comedy,6.3,58000000
824,Resident Evil: Afterlife,Paul W.S. Anderson,Action|Adventure|Horror|Sci-Fi,5.9,60000000
825,Red Tails,Anthony Hemingway,Action|Adventure|Drama|History|War,5.9,58000000
827,The Devil's Advocate,Taylor Hackford,Drama|Mystery|Thriller,7.5,57000000
828,That's My Boy,Sean Anders,Comedy,5.6,70000000
829,DragonHeart,Rob Cohen,Action|Adventure|Fantasy,6.4,57000000
830,After the Sunset,Brett Ratner,Action|Comedy|Crime|Drama,6.3,58000000
831,Ghost Rider: Spirit of Vengeance,Mark Neveldine,Action|Fantasy|Thriller,4.3,57000000
832,Captain Corelli's Mandolin,John Madden,Drama|Music|Romance|War,5.9,57000000
834,The Pacifier,Adam Shankman,Action|Comedy|Drama|Family|Thriller,5.5,56000000
835,Walking Tall,Kevin Bray,Action|Crime,6.2,56000000
836,Forrest Gump,Robert Zemeckis,Comedy|Drama,8.8,55000000
837,Alvin and the Chipmunks,Tim Hill,Animation|Comedy|Family|Fantasy|Music,5.2,60000000
838,Meet the Parents,Jay Roach,Comedy,7,55000000
839,Pocahontas,Mike Gabriel,Adventure|Animation|Drama|Family|History|Musical|Romance,6.6,55000000
840,Superman,Richard Donner,Action|Adventure|Drama|Romance|Sci-Fi,7.3,55000000
841,The Nutty Professor,Tom Shadyac,Comedy|Romance|Sci-Fi,5.6,54000000
842,Hitch,Andy Tennant,Comedy|Romance,6.6,70000000
843,George of the Jungle,Sam Weisman,Action|Adventure|Comedy|Family|Romance,5.4,55000000
844,American Wedding,Jesse Dylan,Comedy|Romance,6.3,55000000
845,Captain Phillips,Paul Greengrass,Biography|Drama|Thriller,7.9,55000000
846,Date Night,Shawn Levy,Comedy|Crime|Romance|Thriller,6.3,55000000
847,Casper,Brad Silberling,Comedy|Family|Fantasy,6,50000000
848,The Equalizer,Antoine Fuqua,Action|Crime|Thriller,7.2,55000000
849,Maid in Manhattan,Wayne Wang,Comedy|Drama|Romance,5.1,55000000
850,Crimson Tide,Tony Scott,Action|Drama|Thriller|War,7.3,53000000
851,The Pursuit of Happyness,Gabriele Muccino,Biography|Drama,8,55000000
852,Flightplan,Robert Schwentke,Drama|Mystery|Thriller,6.2,55000000
853,Disclosure,Barry Levinson,Drama|Thriller,6,55000000
854,City of Angels,Brad Silberling,Drama|Fantasy|Romance,6.7,55000000
855,Kill Bill: Vol. 1,Quentin Tarantino,Action,8.1,30000000
856,Bowfinger,Frank Oz,Comedy,6.4,55000000
858,Kill Bill: Vol. 2,Quentin Tarantino,Action|Crime|Drama|Thriller,8,30000000
859,Tango & Cash,Andrey Konchalovskiy,Action|Comedy|Crime|Thriller,6.3,55000000
860,Death Becomes Her,Robert Zemeckis,Comedy|Fantasy|Horror,6.4,55000000
861,Shanghai Noon,Tom Dey,Action|Adventure|Comedy|Western,6.6,55000000
862,Executive Decision,Stuart Baird,Action|Adventure|Thriller,6.4,55000000
863,Mr. Popper's Penguins,Mark Waters,Comedy|Family|Fantasy,6,55000000
864,The Forbidden Kingdom,Rob Minkoff,Action|Adventure|Fantasy,6.6,55000000
865,Free Birds,Jimmy Hayward,Adventure|Animation|Comedy|Family,5.9,55000000
866,Alien 3,David Fincher,Action|Horror|Sci-Fi,6.4,50000000
867,Evita,Alan Parker,Biography|Drama|History|Musical,6.3,55000000
868,Ronin,John Frankenheimer,Action|Adventure|Crime|Thriller,7.3,55000000
869,The Ghost and the Darkness,Stephen Hopkins,Adventure|Drama|Horror|Thriller,6.8,55000000
870,Paddington,Paul King,Animation|Comedy|Family|Fantasy,7.2,55000000
871,The Watch,Akiva Schaffer,Action|Comedy|Sci-Fi,5.7,68000000
872,The Hunted,William Friedkin,Action|Crime|Drama|Thriller,6,55000000
873,Instinct,Jon Turteltaub,Drama|Thriller,6.5,55000000
874,Stuck on You,Bobby Farrelly,Comedy,5.8,55000000
875,Semi-Pro,Kent Alterman,Comedy|Sport,5.8,55000000
876,The Pirates! Band of Misfits,Peter Lord,Adventure|Animation|Comedy|Family,6.7,55000000
877,Changeling,Clint Eastwood,Crime|Drama|Mystery|Thriller,7.8,55000000
878,Chain Reaction,Andrew Davis,Action|Drama|Sci-Fi|Thriller,5.6,50000000
879,The Fan,Tony Scott,Action|Drama|Sport|Thriller,5.8,55000000
880,The Phantom of the Opera,Joel Schumacher,Drama|Musical|Romance|Thriller,7.4,70000000
881,Elizabeth: The Golden Age,Shekhar Kapur,Biography|Drama|History|War,6.9,55000000
882,Æon Flux,Karyn Kusama,Action|Sci-Fi,5.5,62000000
883,Gods and Generals,Ron Maxwell,Drama|History|War,6.3,56000000
884,Turbulence,Robert Butler,Action|Thriller,4.7,71000000
885,Imagine That,Karey Kirkpatrick,Comedy|Drama|Family|Fantasy,5.6,55000000
886,Muppets Most Wanted,James Bobin,Adventure|Comedy|Crime|Family|Musical,6.4,50000000
887,Thunderbirds,Jonathan Frakes,Action|Adventure|Comedy|Family|Sci-Fi,4.2,57000000
888,Burlesque,Steve Antin,Drama|Music|Musical|Romance,6.4,55000000
889,A Very Long Engagement,Jean-Pierre Jeunet,Drama|Mystery|Romance|War,7.7,47000000
892,Blade II,Guillermo del Toro,Action|Horror|Sci-Fi|Thriller,6.7,54000000
893,Seven Pounds,Gabriele Muccino,Drama|Romance,7.7,55000000
894,Bullet to the Head,Walter Hill,Action|Thriller,5.7,55000000
895,The Godfather: Part III,Francis Ford Coppola,Crime|Drama,7.6,54000000
896,Elizabethtown,Cameron Crowe,Comedy|Drama|Romance,6.4,57000000
897,"You, Me and Dupree",Anthony Russo,Comedy|Romance,5.6,54000000
898,Superman II,Richard Lester,Action|Adventure|Romance|Sci-Fi,6.8,54000000
899,Gigli,Martin Brest,Comedy|Crime|Romance,2.4,54000000
900,All the King's Men,Steven Zaillian,Drama|Thriller,6.2,55000000
901,Shaft,John Singleton,Action|Crime|Thriller,5.9,46000000
902,Anastasia,Don Bluth,Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance,7.1,50000000
903,Moulin Rouge!,Baz Luhrmann,Drama|Musical|Romance,7.6,52500000
904,Domestic Disturbance,Harold Becker,Crime|Mystery|Thriller,5.5,53000000
905,Black Mass,Scott Cooper,Biography|Crime|Drama,7,53000000
906,Flags of Our Fathers,Clint Eastwood,Drama|History|War,7.1,90000000
907,Law Abiding Citizen,F. Gary Gray,Crime|Drama|Thriller,7.4,50000000
908,Grindhouse,Robert Rodriguez,Action|Horror|Thriller,7.6,53000000
909,Beloved,Jonathan Demme,Drama|History|Horror,5.9,55000000
910,Lucky You,Curtis Hanson,Drama|Romance|Sport,5.9,55000000
911,Catch Me If You Can,Steven Spielberg,Biography|Crime|Drama,8,52000000
912,Zero Dark Thirty,Kathryn Bigelow,Drama|History|Thriller,7.4,40000000
913,The Break-Up,Peyton Reed,Comedy|Drama|Romance,5.8,52000000
914,Mamma Mia!,Phyllida Lloyd,Comedy|Family|Musical|Romance,6.3,52000000
915,Valentine's Day,Garry Marshall,Comedy|Romance,5.7,52000000
916,The Dukes of Hazzard,Jay Chandrasekhar,Action|Adventure|Comedy,5.1,50000000
917,The Thin Red Line,Terrence Malick,Drama|War,7.6,52000000
918,The Change-Up,David Dobkin,Comedy|Fantasy,6.4,52000000
919,Man on the Moon,Milos Forman,Biography|Comedy|Drama,7.4,52000000
920,Casino,Martin Scorsese,Biography|Crime|Drama,8.2,52000000
921,From Paris with Love,Pierre Morel,Action|Thriller,6.5,52000000
922,Bulletproof Monk,Paul Hunter,Action|Comedy|Fantasy,5.5,52000000
923,"Me, Myself & Irene",Bobby Farrelly,Comedy,6.5,51000000
924,Barnyard,Steve Oedekerk,Animation|Comedy|Family,5.6,51000000
926,The Twilight Saga: New Moon,Chris Weitz,Adventure|Drama|Fantasy|Romance,4.6,50000000
927,Shrek,Andrew Adamson,Adventure|Animation|Comedy|Family|Fantasy,7.9,60000000
928,The Adjustment Bureau,George Nolfi,Romance|Sci-Fi|Thriller,7.1,50200000
929,Robin Hood: Prince of Thieves,Kevin Reynolds,Action|Adventure|Drama|Romance,6.9,48000000
930,Jerry Maguire,Cameron Crowe,Comedy|Drama|Romance|Sport,7.3,50000000
931,Ted,Seth MacFarlane,Comedy|Fantasy,7,50000000
932,As Good as It Gets,James L. Brooks,Comedy|Drama|Romance,7.7,50000000
933,Patch Adams,Tom Shadyac,Biography|Comedy|Drama|Romance,6.7,50000000
934,Anchorman 2: The Legend Continues,Adam McKay,Comedy,6.3,50000000
935,Mr. Deeds,Steven Brill,Comedy|Romance,5.8,50000000
936,Super 8,J.J. Abrams,Mystery|Sci-Fi|Thriller,7.1,50000000
937,Erin Brockovich,Steven Soderbergh,Biography|Drama,7.3,52000000
938,How to Lose a Guy in 10 Days,Donald Petrie,Comedy|Romance,6.4,50000000
939,22 Jump Street,Phil Lord,Action|Comedy|Crime,7.1,50000000
940,Interview with the Vampire: The Vampire Chronicles,Neil Jordan,Drama|Fantasy|Horror,7.6,60000000
941,Yes Man,Peyton Reed,Comedy|Romance,6.8,70000000
942,Central Intelligence,Rawson Marshall Thurber,Action|Comedy|Crime,6.6,50000000
943,Stepmom,Chris Columbus,Comedy|Drama,6.7,50000000
944,Daddy's Home,Sean Anders,Comedy|Family,6.1,50000000
945,Into the Woods,Rob Marshall,Adventure|Comedy|Drama|Fantasy|Musical,6,50000000
946,Inside Man,Spike Lee,Crime|Drama|Mystery|Thriller,7.6,45000000
947,Payback,Brian Helgeland,Action|Crime|Drama|Thriller,7.1,50000000
948,Congo,Frank Marshall,Action|Adventure|Mystery|Sci-Fi,5,50000000
950,Knowing,Alex Proyas,Drama|Mystery|Sci-Fi|Thriller,6.2,50000000
951,Failure to Launch,Tom Dey,Comedy|Romance,5.6,50000000
953,"Crazy, Stupid, Love.",Glenn Ficarra,Comedy|Drama|Romance,7.4,50000000
954,Garfield,Peter Hewitt,Animation|Comedy|Family|Fantasy,5,35000000
955,Christmas with the Kranks,Joe Roth,Comedy|Family,5.2,60000000
956,Moneyball,Bennett Miller,Biography|Drama|Sport,7.6,50000000
957,Outbreak,Wolfgang Petersen,Action|Drama|Thriller,6.6,50000000
958,Non-Stop,Jaume Collet-Serra,Action|Mystery|Thriller,7,50000000
959,Race to Witch Mountain,Andy Fickman,Action|Adventure|Family|Fantasy|Sci-Fi|Thriller,5.7,65000000
960,V for Vendetta,James McTeigue,Action|Drama|Thriller,8.2,54000000
961,Shanghai Knights,David Dobkin,Action|Adventure|Comedy,6.2,50000000
963,Curious George,Matthew O'Callaghan,Adventure|Animation|Comedy|Family,6.6,50000000
964,Herbie Fully Loaded,Angela Robinson,Adventure|Comedy|Family|Fantasy|Romance|Sport,4.7,50000000
965,Don't Say a Word,Gary Fleder,Crime|Drama|Mystery|Thriller,6.3,50000000
966,Hansel & Gretel: Witch Hunters,Tommy Wirkola,Action|Fantasy|Horror,6.1,50000000
967,Unfaithful,Adrian Lyne,Drama|Thriller,6.7,50000000
968,I Am Number Four,D.J. Caruso,Action|Adventure|Sci-Fi|Thriller,6.1,60000000
969,Syriana,Stephen Gaghan,Drama|Thriller,7,50000000
970,13 Hours,Michael Bay,Action|Drama|Thriller|War,7.4,50000000
971,The Book of Life,Jorge R. Gutiérrez,Adventure|Animation|Comedy|Family|Fantasy|Romance,7.3,50000000
972,Firewall,Richard Loncraine,Crime|Thriller,5.8,50000000
973,Absolute Power,Clint Eastwood,Action|Crime|Drama|Thriller,6.7,50000000
974,G.I. Jane,Ridley Scott,Action|Drama|War,5.8,50000000
975,The Game,David Fincher,Drama|Mystery|Thriller,7.8,50000000
976,Silent Hill,Christophe Gans,Adventure|Horror|Mystery,6.6,50000000
977,The Replacements,Howard Deutch,Comedy|Sport,6.5,50000000
978,American Reunion,Jon Hurwitz,Comedy,6.7,50000000
979,The Negotiator,F. Gary Gray,Action|Crime|Drama|Mystery|Thriller,7.3,50000000
980,Into the Storm,Steven Quale,Action|Thriller,5.8,50000000
981,Beverly Hills Cop III,John Landis,Action|Comedy|Crime|Thriller,5.5,55000000
982,Gremlins 2: The New Batch,Joe Dante,Comedy|Fantasy|Horror,6.3,50000000
983,The Judge,David Dobkin,Crime|Drama,7.4,50000000
984,The Peacemaker,Mimi Leder,Action|Thriller,5.9,50000000
985,Resident Evil: Apocalypse,Alexander Witt,Action|Horror|Sci-Fi|Thriller,6.2,45000000
986,Bridget Jones: The Edge of Reason,Beeban Kidron,Comedy|Drama|Romance,5.9,40000000
987,Out of Time,Carl Franklin,Crime|Drama|Romance|Thriller,6.5,50000000
988,On Deadly Ground,Steven Seagal,Action|Adventure|Thriller,4.4,50000000
989,The Adventures of Sharkboy and Lavagirl 3-D,Robert Rodriguez,Action|Adventure|Family|Fantasy,3.5,50000000
990,The Beach,Danny Boyle,Adventure|Drama|Thriller,6.6,50000000
991,Raising Helen,Garry Marshall,Comedy|Drama|Romance,6,50000000
992,Ninja Assassin,James McTeigue,Action|Crime|Thriller,6.4,40000000
993,For Love of the Game,Sam Raimi,Drama|Romance|Sport,6.5,50000000
995,Striptease,Andrew Bergman,Comedy|Crime|Drama|Thriller,4.3,40000000
996,Marmaduke,Tom Dey,Comedy|Family,4.2,50000000
997,Hereafter,Clint Eastwood,Drama|Fantasy,6.5,50000000
998,Murder by Numbers,Barbet Schroeder,Crime|Mystery|Thriller,6.1,50000000
999,Assassins,Richard Donner,Action|Crime|Thriller,6.3,50000000
1000,Hannibal Rising,Peter Webber,Crime|Drama|Thriller,6.2,50000000
1001,The Story of Us,Rob Reiner,Comedy|Drama|Romance,5.9,50000000
1002,The Host,Andrew Niccol,Action|Adventure|Romance|Sci-Fi|Thriller,5.9,40000000
1003,Basic,John McTiernan,Action|Crime|Drama|Mystery|Thriller,6.5,50000000
1004,Blood Work,Clint Eastwood,Action|Crime|Drama|Mystery|Thriller,6.4,50000000
1005,The International,Tom Tykwer,Action|Crime|Drama|Mystery|Thriller,6.5,50000000
1006,Escape from L.A.,John Carpenter,Action|Adventure|Sci-Fi|Thriller,5.7,50000000
1008,The Iron Giant,Brad Bird,Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi,8,70000000
1009,The Life Aquatic with Steve Zissou,Wes Anderson,Adventure|Comedy|Drama,7.3,50000000
1010,Free State of Jones,Gary Ross,Action|Biography|Drama|History|War,6.7,50000000
1011,The Life of David Gale,Alan Parker,Crime|Drama|Thriller,7.5,50000000
1012,Man of the House,Stephen Herek,Action|Comedy,5.4,40000000
1013,Run All Night,Jaume Collet-Serra,Action|Crime|Drama|Thriller,6.6,50000000
1014,Eastern Promises,David Cronenberg,Crime|Mystery|Thriller,7.7,25000000
1015,Into the Blue,John Stockwell,Action|Adventure|Crime|Thriller,5.8,50000000
1016,The Messenger: The Story of Joan of Arc,Luc Besson,Adventure|Biography|Drama|History|War,6.4,390000000
1017,Your Highness,David Gordon Green,Adventure|Comedy|Fantasy,5.6,49900000
1018,Dream House,Jim Sheridan,Drama|Mystery|Thriller,6,55000000
1019,Mad City,Costa-Gavras,Crime|Drama|Thriller,6.2,50000000
1020,Baby's Day Out,Patrick Read Johnson,Adventure|Comedy|Crime|Drama|Family,5.9,50000000
1021,The Scarlet Letter,Roland Joffé,Drama|Romance,5.1,50000000
1022,Fair Game,Doug Liman,Biography|Drama|Thriller,6.8,22000000
1024,Domino,Tony Scott,Action|Biography|Crime|Drama|Thriller,6,50000000
1025,Jade,William Friedkin,Crime|Drama|Thriller,5.1,50000000
1026,Gamer,Mark Neveldine,Action|Sci-Fi|Thriller,5.8,50000000
1027,Beautiful Creatures,Richard LaGravenese,Drama|Fantasy|Romance,6.2,60000000
1028,Death to Smoochy,Danny DeVito,Comedy|Crime|Drama|Thriller,6.4,55000000
1029,Zoolander 2,Ben Stiller,Comedy,4.8,50000000
1030,The Big Bounce,George Armitage,Comedy|Crime,4.9,50000000
1031,What Planet Are You From?,Mike Nichols,Comedy|Sci-Fi,5.6,50000000
1032,Drive Angry,Patrick Lussier,Action|Fantasy|Thriller,5.5,50000000
1033,Street Fighter: The Legend of Chun-Li,Andrzej Bartkowiak,Action|Crime|Drama|Mystery|Thriller,3.7,18000000
1034,The One,James Wong,Action|Sci-Fi|Thriller,5.9,49000000
1036,The Adventures of Ford Fairlane,Renny Harlin,Action|Adventure|Comedy|Crime|Music|Mystery,6.3,40000000
1038,Traffic,Steven Soderbergh,Crime|Drama|Thriller,7.6,48000000
1039,Indiana Jones and the Last Crusade,Steven Spielberg,Action|Adventure|Fantasy,8.3,48000000
1041,Chappie,Neill Blomkamp,Action|Crime|Drama|Sci-Fi|Thriller,6.9,49000000
1042,The Bone Collector,Phillip Noyce,Crime|Drama|Mystery|Thriller,6.7,48000000
1043,Panic Room,David Fincher,Crime|Drama|Thriller,6.8,48000000
1045,Three Kings,David O. Russell,Action|Adventure|Comedy|Drama|War,7.1,48000000
1046,Child 44,Daniel Espinosa,Crime|Drama|Thriller,6.4,50000000
1047,Rat Race,Jerry Zucker,Adventure|Comedy,6.4,48000000
1048,K-PAX,Iain Softley,Drama|Mystery|Sci-Fi,7.4,48000000
1049,Kate & Leopold,James Mangold,Comedy|Fantasy|Romance,6.4,48000000
1050,Bedazzled,Harold Ramis,Comedy|Fantasy|Romance,6,48000000
1051,The Cotton Club,Francis Ford Coppola,Crime|Drama|Music,6.5,58000000
1052,3:10 to Yuma,James Mangold,Adventure|Crime|Drama|Western,7.8,55000000
1053,Taken 3,Olivier Megaton,Action|Thriller,6,48000000
1054,Out of Sight,Steven Soderbergh,Crime|Drama|Romance|Thriller,7,48000000
1055,The Cable Guy,Ben Stiller,Comedy|Drama|Thriller,6,47000000
1057,Dick Tracy,Warren Beatty,Action|Comedy|Crime|Music|Romance|Thriller,6.1,100000000
1058,The Thomas Crown Affair,John McTiernan,Crime|Romance|Thriller,6.8,48000000
1059,Riding in Cars with Boys,Penny Marshall,Biography|Comedy|Drama,6.4,48000000
1062,Happily N'Ever After,Paul Bolger,Adventure|Animation|Comedy|Family|Fantasy,4.5,47000000
1063,Mary Reilly,Stephen Frears,Drama|Horror|Romance|Thriller,5.8,47000000
1064,My Best Friend's Wedding,P.J. Hogan,Comedy|Romance,6.3,46000000
1065,America's Sweethearts,Joe Roth,Comedy|Romance,5.7,48000000
1066,Insomnia,Christopher Nolan,Drama|Mystery|Thriller,7.2,46000000
1067,Star Trek: First Contact,Jonathan Frakes,Action|Adventure|Drama|Sci-Fi|Thriller,7.6,45000000
1068,Jonah Hex,Jimmy Hayward,Action|Drama|Fantasy|Thriller|Western,4.7,47000000
1069,Courage Under Fire,Edward Zwick,Action|Drama|Mystery|Thriller|War,6.6,46000000
1070,Liar Liar,Tom Shadyac,Comedy|Fantasy|Romance,6.8,45000000
1071,The Infiltrator,Brad Furman,Biography|Crime|Drama|Thriller,7.3,25000000
1073,The Flintstones,Brian Levant,Comedy|Family|Fantasy,4.8,45000000
1074,Taken 2,Olivier Megaton,Action|Crime|Thriller,6.3,45000000
1075,Scary Movie 3,David Zucker,Comedy,5.5,48000000
1076,Miss Congeniality,Donald Petrie,Action|Comedy|Crime|Romance,6.2,45000000
1077,Journey to the Center of the Earth,Eric Brevig,Action|Adventure|Family|Fantasy|Sci-Fi,5.8,45000000
1078,The Princess Diaries 2: Royal Engagement,Garry Marshall,Comedy|Family|Romance,5.7,40000000
1079,The Pelican Brief,Alan J. Pakula,Crime|Drama|Mystery|Thriller,6.5,45000000
1080,The Client,Joel Schumacher,Crime|Drama|Mystery|Thriller,6.7,45000000
1081,The Bucket List,Rob Reiner,Adventure|Comedy|Drama,7.4,45000000
1082,Patriot Games,Phillip Noyce,Action|Thriller,6.9,45000000
1083,Monster-in-Law,Robert Luketic,Comedy|Romance,5.5,60000000
1084,Prisoners,Denis Villeneuve,Crime|Drama|Mystery|Thriller,8.1,46000000
1085,Training Day,Antoine Fuqua,Crime|Drama|Thriller,7.7,45000000
1086,Galaxy Quest,Dean Parisot,Adventure|Comedy|Sci-Fi,7.3,45000000
1087,Scary Movie 2,Keenen Ivory Wayans,Comedy,5.2,45000000
1088,The Muppets,James Bobin,Adventure|Comedy|Family|Musical,7.1,45000000
1089,Blade,Stephen Norrington,Action|Horror,7.1,45000000
1090,Coach Carter,Thomas Carter,Drama|Sport,7.2,30000000
1091,Changing Lanes,Roger Michell,Drama|Thriller,6.5,45000000
1092,Anaconda,Luis Llosa,Action|Adventure|Horror|Thriller,4.6,45000000
1093,Coyote Ugly,David McNally,Comedy|Drama|Music|Romance,5.6,45000000
1094,Love Actually,Richard Curtis,Comedy|Drama|Romance,7.7,45000000
1095,A Bug's Life,John Lasseter,Adventure|Animation|Comedy|Family|Fantasy,7.2,120000000
1096,From Hell,Albert Hughes,Horror|Mystery|Thriller,6.8,35000000
1097,The Specialist,Luis Llosa,Action|Crime|Drama|Romance|Thriller,5.4,45000000
1098,Tin Cup,Ron Shelton,Comedy|Drama|Romance|Sport,6.3,45000000
1100,Kicking & Screaming,Jesse Dylan,Comedy|Family|Romance|Sport,5.6,45000000
1101,The Hitchhiker's Guide to the Galaxy,Garth Jennings,Adventure|Comedy|Sci-Fi,6.8,50000000
1102,Fat Albert,Joel Zwick,Comedy|Family|Fantasy|Romance,4.3,26000000
1103,Resident Evil: Extinction,Russell Mulcahy,Action|Horror|Sci-Fi|Thriller,6.3,45000000
1104,Blended,Frank Coraci,Comedy|Romance,6.5,40000000
1105,Last Holiday,Wayne Wang,Adventure|Comedy|Drama,6.4,45000000
1106,The River Wild,Curtis Hanson,Action|Adventure|Crime|Thriller,6.3,45000000
1107,The Indian in the Cupboard,Frank Oz,Drama|Family|Fantasy,5.9,45000000
1108,Savages,Oliver Stone,Crime|Drama|Thriller,6.5,45000000
1109,Cellular,David R. Ellis,Action|Crime|Thriller,6.5,25000000
1110,Johnny English,Peter Howitt,Action|Adventure|Comedy,6.1,35000000
1111,The Ant Bully,John A. Davis,Adventure|Animation|Comedy|Family|Fantasy,5.9,50000000
1112,Dune,David Lynch,Action|Adventure|Sci-Fi,6.6,40000000
1113,Across the Universe,Julie Taymor,Drama|Fantasy|Musical|Romance,7.4,45000000
1114,Revolutionary Road,Sam Mendes,Drama|Romance,7.3,35000000
1115,16 Blocks,Richard Donner,Action|Crime|Drama|Thriller,6.6,52000000
1116,Babylon A.D.,Mathieu Kassovitz,Action|Adventure|Sci-Fi|Thriller,5.6,70000000
1117,The Glimmer Man,John Gray,Action|Comedy|Crime|Drama|Thriller,5.3,45000000
1118,Multiplicity,Harold Ramis,Comedy|Romance|Sci-Fi,6,45000000
1119,Aliens in the Attic,John Schultz,Adventure|Comedy|Family|Fantasy|Sci-Fi,5.4,45000000
1120,The Pledge,Sean Penn,Crime|Drama|Mystery|Thriller,6.8,45000000
1121,The Producers,Susan Stroman,Comedy|Musical,6.4,45000000
1122,Dredd,Pete Travis,Action|Sci-Fi,7.1,35000000
1123,The Phantom,Simon Wincer,Action|Adventure|Comedy|Fantasy,4.9,45000000
1124,All the Pretty Horses,Billy Bob Thornton,Drama|Romance|Western,5.8,57000000
1125,Nixon,Oliver Stone,Biography|Drama|History,7.1,50000000
1126,The Ghost Writer,Roman Polanski,Mystery|Thriller,7.2,45000000
1127,Deep Rising,Stephen Sommers,Action|Adventure|Horror|Sci-Fi,6,45000000
1128,Miracle at St. Anna,Spike Lee,Action|Crime|Drama|Thriller|War,6,45000000
1129,Curse of the Golden Flower,Yimou Zhang,Drama|Romance,7,45000000
1130,Bangkok Dangerous,Danny Pang,Action|Crime|Thriller,5.4,40000000
1131,Big Trouble,Barry Sonnenfeld,Comedy|Crime|Thriller,6.5,40000000
1132,Love in the Time of Cholera,Mike Newell,Drama|Romance,6.4,45000000
1134,Shadow Conspiracy,George P. Cosmatos,Action|Thriller,4.9,45000000
1135,Johnny English Reborn,Oliver Parker,Action|Adventure|Comedy|Crime,6.3,45000000
1137,Argo,Ben Affleck,Biography|Drama|History|Thriller,7.7,44500000
